,tailnum,origin,dest,qa_year_month_day,qa_hour_minute,qa_dep_arr_time,qa_dep_arr_delay,qa_carrier,qa_tailnum,qa_flight,qa_origin_dest,qa_air_time,qa_distance,qa_distance_airtime
8533,N976SW,PDX,SFO,,,,,,,,,,,TR
8534,N633SK,SEA,GEG,,,,,,,,,,,TR
8535,N703AS,PDX,LAX,,,,,,,F,,,,TL
8536,N107US,SEA,PHX,,,,,,,F,,,,TL
8537,N622VA,SEA,LAX,,,,,,,,,,,TL
8538,N644AS,SEA,SAT,,,,,,,F,,,,TL
8539,N37420,PDX,ORD,,,,,,F,,,,,TR
8540,N579AS,SEA,LAS,,,,,,,F,,,,TL
8541,N797AS,SEA,ONT,,,,,,,F,,,,TL
8542,N778AS,PDX,LAX,,,,,,,F,,,,TR
8543,N378DA,PDX,MSP,,,,,,,,,,,TR
8544,N644SW,SEA,SLC,,,,,,,F,,,,TR
8545,N942WN,SEA,SJC,,,,,,,,,,,TL
8546,N809DN,SEA,DTW,,,,,,,,,,,TR
8547,N562AS,SEA,LAX,,,,,,,F,,,,TL
8548,N853UA,PDX,ORD,,,,,,,F,,,,TL
8549,N529AS,SEA,BWI,,,,,,,F,,,,TR
8550,N903WN,SEA,OAK,,,,,,,,,,,TL
8551,N33294,PDX,ORD,,,,,,F,,,,,TL
8552,N216AG,PDX,SLC,,,,,,,,,,,TR
8553,N227AG,PDX,BUR,,,,,,,,,,,TR
8554,N384HA,SEA,OGG,,,,,,,F,,,,TL
8555,N705AS,PDX,ANC,,,,,,,F,,,,TL
8556,N590AS,PDX,SJC,,,,,,,F,,,,TR
8557,N988CA,PDX,SFO,,,,,,,,,,,TR
8558,N218AG,PDX,ONT,,,,,,,,,,,TL
8559,N321US,SEA,DTW,,,,,,,,,,,TR
8560,N601AW,PDX,CLT,,,,,,,F,,,,TR
8561,N523AS,SEA,PHX,,,,,,,F,,,,TR
8562,N3HHAA,SEA,JFK,,,,,,F,F,,,,TL
8563,N818UA,PDX,ORD,,,,,,,F,,,,TL
8564,N403WN,SEA,SAN,,,,,,,F,,,,TL
8565,N778AS,SEA,SFO,,,,,,,F,,,,TL
8566,N579AS,PDX,LAX,,,,,,,F,,,,TL
8567,N468AS,SEA,HNL,,,,,,,F,,,,TL
8568,N943WN,SEA,LAS,,,,,,,,,,,TL
8569,N442WN,SEA,LAS,,,,,,,,,,,TR
8570,N3FLAA,SEA,DFW,,,,,,F,,,,,TL
8571,N792AS,SEA,LAS,,,,,,,F,,,,TL
8572,N608SK,SEA,GEG,,,,,,,,,,,TR
8573,N747SA,SEA,MDW,,,,,,,F,,,,TL
8574,N826UA,PDX,IAH,,,,,,,F,,,,TL
8575,N7743B,PDX,SAN,,,MA,MA,,,F,,M,,M
8576,N756AS,SEA,SLC,,,,,,,F,,,,TR
8577,N630WN,SEA,OAK,,,,,,,,,,,TL
8578,N3760C,SEA,ATL,,,,,,,F,,,,TL
8579,N226WN,SEA,OAK,,,,,,,,,,,TL
8580,N3751B,SEA,CVG,,,,,,,,,,,TR
8581,N902DA,PDX,MSP,,,,,,,,,,,TR
8582,N596AS,SEA,SMF,,,,,,,F,,,,TR
8583,N608JB,PDX,JFK,,,,,,,,,,,TR
8584,N223AG,PDX,SBA,,,,,,,,,,,TR
8585,N650DL,SEA,SLC,,,,,,,,,,,TR
8586,N557AS,SEA,PHX,,,,,,,F,,,,TR
8587,N704SW,PDX,DEN,,,,,,,F,,,,TL
8588,N461AS,PDX,LAX,,,,,,,F,,,,TR
8589,N466UA,SEA,IAH,,,FD,,,,F,,,,TR
8590,N553AS,PDX,SNA,,,,,,,F,,,,TL
8591,N3771K,PDX,ATL,,,,,,,,,,,TR
8592,N589AS,SEA,FLL,,,,,,,F,,,,TL
8593,N136DL,SEA,ATL,,,,,,,F,,,,TL
8594,N5DNAA,SEA,MIA,,,,,,F,,,,,TR
8595,N506AS,SEA,SJC,,,,,,,F,,,,TL
8596,N656JB,SEA,LGB,,,,,,,F,,,,TL
8597,N3FSAA,SEA,MIA,,,FD,,,F,,,,,TL
8598,N419AS,SEA,FLL,,,,,,,F,,,,TL
8599,N562SW,PDX,RDM,,,,,,,,,,,TR
8600,N618AS,PDX,SFO,,,,,,,F,,,,TR
8601,N66814,SEA,ANC,,,FA,,,F,,,,,TL
8602,N307AS,SEA,PHX,,,,,,,F,,,,TL
8603,N446WN,PDX,BWI,,,,,,,,,,,TL
8604,N407AS,SEA,PHL,,,,,,,F,,,,TL
8605,N37409,SEA,IAH,,,,,,F,,,,,TL
8606,N566AS,SEA,SAN,,,,,,,F,,,,TL
8607,N615AS,SEA,LAS,,,,,,,F,,,,TL
8608,N498UA,SEA,SFO,,,,,,,F,,,,TR
8609,N627AS,SEA,LAS,,,,,,,F,,,,TR
8610,N435AS,SEA,LAX,,,,,,,F,,,,TR
8611,N642AW,SEA,PHX,,,,,,,F,,,,TR
8612,N3FFAA,SEA,ORD,,,,,,F,F,,,,TL
8613,N3KLAA,SEA,ORD,,,,,,F,,,,,TR
8614,N413AS,SEA,FAI,,,,,,,F,,,,TL
8615,N585UA,PDX,DEN,,,,,,,F,,,,TL
8616,N3JTAA,SEA,DFW,,,,,,F,F,,,,TL
8617,N33203,PDX,ORD,,,,,,F,F,,,,TR
8618,N305AS,SEA,ANC,,,FA,,,,F,,,,TL
8619,N224AG,SEA,FAT,,,,,,,,,,,TR
8620,N908FR,PDX,DEN,,,,,,,F,,,,TR
8621,N815SK,SEA,SJC,,,,,,,,,,,TR
8622,N461AS,SEA,EWR,,,FA,,,,F,,,,TL
8623,N513AS,SEA,SAN,,,,,,,F,,,,TL
8624,N553AS,PDX,SFO,,,,,,,F,,,,TR
8625,N294SW,SEA,PDX,,,,,,,,,,,TR
8626,N824AW,PDX,PHX,,,,,,,F,,,,TR
8627,N612AS,SEA,SMF,,,,,,,F,,,,TR
8628,N225AG,PDX,TUS,,,,,,,,,,,TR
8629,N625AS,PDX,LAS,,,,,,,F,,,,TR
8630,N823SK,SEA,LAS,,,,,,,,,,,TL
8631,N201LV,SEA,DEN,,,,,,,,,,,TR
8632,N317AS,SEA,SJC,,,,,,,F,,,,TR
8633,N27724,PDX,IAH,,,FD,,,F,,,,,TR
8634,N468WN,PDX,SMF,,,,,,,,,,,TR
8635,N738SK,PDX,SFO,,,,,,,,,,,TL
8636,N795AS,SEA,KTN,,,,,,,F,,,,TR
8637,N557AS,SEA,AUS,,,,,,,F,,,,TL
8638,N402AS,SEA,BWI,,,,,,,F,,,,TL
8639,N640VA,SEA,LAX,,,,,,,F,,,,TR
8640,N536AS,SEA,OGG,,,,,,,F,,,,TL
8641,N379SW,SEA,SMF,,,,,,,,,,,TR
8642,N8314L,SEA,MDW,,,,,,,F,,,,TL
8643,N590AS,SEA,OAK,,,,,,,F,,,,TL
8644,N639VA,SEA,LAX,,,,,,,F,,,,TL
8645,N302AS,SEA,DFW,,,,,,,F,,,,TR
8646,N217AG,PDX,ONT,,,,,,,,,,,TL
8647,N590AS,SEA,SNA,,,,,,,F,,,,TL
8648,N585UW,SEA,CLT,,,,,,,F,,,,TS
8649,N767AS,SEA,OAK,,,,,,,F,,,,TL
8650,N26226,PDX,ORD,,,,,,F,,,,,TL
8651,N810SK,SEA,LAS,,,,,,,,,,,TR
8652,N258WN,SEA,MCI,,,,,,,F,,,,TR
8653,N448WN,PDX,DEN,,,,,,,,,,,TR
8654,N202AA,PDX,DFW,,,,,,,F,,,,TR
8655,N708AS,SEA,ANC,,,,,,,F,,,,TL
8656,N408AS,PDX,ATL,,,,,,,F,,,,TR
8657,N3CXAA,SEA,DFW,,,,,,F,,,,,TR
8658,N556AS,SEA,MCO,,,,,,,F,,,,TR
8659,N627AS,SEA,BUR,,,,,,,F,,,,TR
8660,N128DL,SEA,MSP,,,FD,,,,,,,,TR
8661,N8320J,PDX,LAS,,,,,,,,,,,TR
8662,N952FR,PDX,DEN,,,,,,,F,,,,TR
8663,N979SW,PDX,DEN,,,,,,,,,,,TR
8664,N353SW,PDX,SJC,,,,,,,,,,,TR
8665,N37422,SEA,EWR,,,,,,F,,,,,TL
8666,N419AS,PDX,ATL,,,,,,,F,,,,TR
8667,N240WN,PDX,LAS,,,,,,,,,,,TL
8668,N8633A,SEA,MDW,,,,,,,F,,,,TL
8669,N402AS,SEA,EWR,,,,,,,F,,,,TL
8670,N8324A,SEA,MDW,,,,,,,F,,,,TL
8671,N383HA,SEA,OGG,,,,,,,F,,,,TL
8672,N607AS,SEA,BUR,,,,,,,F,,,,TR
8673,N769AS,SEA,SFO,,,,,,,F,,,,TL
8674,N3755D,SEA,LAX,,,,,,,,,,,TR
8675,N793AS,SEA,GEG,,,,,,,F,,,,TR
8676,N8603F,SEA,LAS,,,,,,,F,,,,TL
8677,N216AG,SEA,OMA,,,,,,,,,,,TR
8678,N803DN,SEA,SLC,,,,,,,,,,,TR
8679,N373SW,PDX,OAK,,,,,,,,,,,TL
8680,N956WN,PDX,OAK,,,,,,,,,,,TR
8681,N656SW,SEA,SMF,,,,,,,F,,,,TR
8682,N320AS,SEA,GEG,,,FA,,,,F,,,,TR
8683,N653SW,SEA,OAK,,,,,,,F,,,,TL
8684,N689CA,PDX,SEA,,,,,,,,,,,TR
8685,N596AS,SEA,SMF,,,,,,,F,,,,TR
8686,N401WN,SEA,DEN,,,FA,,,,,,,,TR
8687,N8321D,SEA,LAS,,,,,,,F,,,,TL
8688,N793AS,SEA,SJC,,,,,,,F,,,,TL
8689,N440AS,SEA,DFW,,,,,,,F,,,,TL
8690,N921WN,PDX,PHX,,,,,,,,,,,TR
8691,N652DL,PDX,SLC,,,,,,,,,,,TL
8692,N67171,PDX,SLC,,,,,,F,,,,,TR
8693,N551AS,PDX,ATL,,,,,,,F,,,,TR
8694,N204FR,PDX,DEN,,,,,,,F,,,,TR
8695,N519AS,SEA,LAX,,,FA,,,,F,,,,TL
8696,N34460,SEA,IAH,,,,,,F,,,,,TR
8697,N627AS,SEA,DEN,,MH,MD,MD,,,F,,M,,M
8698,N372DA,SEA,ANC,,,,,,,,,,,TL
8699,N560AS,SEA,DEN,,,,,,,F,,,,TR
8700,N3746H,PDX,JFK,,,,,,,F,,,,TL
8701,N315AS,SEA,LAX,,,FA,,,,F,,,,TR
8702,N786AS,SEA,GEG,,,,,,,F,,,,TR
8703,N699DL,SEA,ATL,,,,,,,F,,,,TR
8704,N428WN,SEA,OAK,,,,,,,,,,,TL
8705,N380HA,SEA,OGG,,,,,,,F,,,,TL
8706,N760AS,SEA,ONT,,,,,,,F,,,,TL
8707,N38458,SEA,ANC,,,,,,F,,,,,TL
8708,N457AS,SEA,AUS,,,,,,,F,,,,TL
8709,N431UA,PDX,ORD,,,,,,,F,,,,TL
8710,N462AS,SEA,SLC,,,,,,,F,,,,TR
8711,N8615E,SEA,STL,,,,,,,F,,,,TR
8712,N215AG,SEA,FAT,,,,,,,,,,,TR
8713,N924FR,PDX,DEN,,,,,,,F,,,,TR
8714,N435UA,SEA,ORD,,,,,,,F,,,,TR
8715,N546AS,PDX,SFO,,,,,,,F,,,,TR
8716,N613JB,SEA,ANC,,,,,,,F,,,,TL
8717,N411UA,SEA,IAH,,,,,,,F,,,,TR
8718,N187PQ,PDX,SEA,,,,,,,,,,,TR
8719,N633AW,SEA,PHX,,,,,,,F,,,,TL
8720,N357NW,SEA,MSP,,,,,,,,,,,TR
8721,N217SW,SEA,PDX,,,,,,,,,,,TR
8722,N6712B,SEA,JFK,,,,,,,,,,,TL
8723,N68822,SEA,IAH,,,,,,F,,,,,TL
8724,N551UW,SEA,CLT,,,,,,,F,,,,TR
8725,N3765,PDX,JFK,,,,,,F,F,,,,TL
8726,N3FNAA,SEA,DFW,,,,,,F,,,,,TL
8727,N613AS,SEA,SMF,,,,,,,F,,,,TR
8728,N799AS,PDX,SJC,,,,,,,F,,,,TL
8729,N625AS,SEA,SNA,,,,,,,F,,,,TL
8730,N632SK,SEA,LAX,,,,,,,,,,,TR
8731,N178US,SEA,CLT,,,FD,,,,,,,,TL
8732,N3JKAA,SEA,DFW,,,,,,F,,,,,TL
8733,N723TW,SEA,JFK,,,,,,,,,,,TL
8734,N201LV,SEA,MDW,,,,,,,,,,,TL
8735,N443WN,SEA,LAS,,,,,,,,,,,TR
8736,N710SW,PDX,OAK,,,,,,,F,,,,TL
8737,N614AS,PDX,SNA,,,,,,,F,,,,TL
8738,N657SW,SEA,PHX,,,,,,,F,,,,TL
8739,N954WN,PDX,OAK,,,,,,,,,,,TR
8740,N3ADAA,SEA,ORD,,,,,,F,,,,,TR
8741,N525AS,SEA,LAX,,,,,,,F,,,,TR
8742,N804DN,SEA,ATL,,,,,,,F,,,,TR
8743,N589AS,PDX,LAX,,,,,,,F,,,,TL
8744,N546AS,SEA,EWR,,,,,,,F,,,,TR
8745,N37468,PDX,SFO,,,,,,F,,,,,TL
8746,N3DJAA,SEA,DFW,,,,,,F,,,,,TL
8747,N625AS,SEA,LAX,,,,,,,F,,,,TL
8748,N583SW,PDX,SEA,,,,,,,,,,,TR
8749,N932EV,PDX,LAX,,,,,,,,,,,TL
8750,N538AS,PDX,SAN,,,,,,,F,,,,TL
8751,N791AS,SEA,ANC,,,,,,,F,,,,TL
8752,N566AA,PDX,DFW,,,,,,,,,,,TR
8753,N522VA,SEA,SFO,,,,,,,F,,,,TR
8754,N4XYAA,PDX,DFW,,,,,,F,,,,,TR
8755,N976SW,PDX,SFO,,,,,,,,,,,TL
8756,N479WN,SEA,PHX,,,,,,,,,,,TL
8757,N533AS,SEA,HNL,,,,,,,F,,,,TL
8758,N768AS,SEA,KTN,,,,,,,F,,,,TL
8759,N37422,SEA,ANC,,,FA,,,F,,,,,TL
8760,N3KXAA,SEA,DFW,,,,,,F,,,,,TL
8761,N579AS,SEA,SNA,,,,,,,F,,,,TL
8762,N68807,PDX,ORD,,,,,,F,,,,,TL
8763,N18243,SEA,ORD,,,,,,F,,,,,TR
8764,N419AS,SEA,MCO,,,,,,,F,,,,TL
8765,N315AS,SEA,LAX,,,FA,,,,F,,,,TL
8766,N490WN,PDX,DEN,,,,,,,F,,,,TR
8767,N172DN,PDX,ATL,,,,,,,,,,,TR
8768,N422UA,SEA,SFO,,,,,,,F,,,,TL
8769,N778AS,SEA,KTN,,,,,,,F,,,,TR
8770,N664AW,SEA,PHX,,,,,,,F,,,,TL
8771,N323AS,SEA,PHX,,,,,,,F,,,,TL
8772,N828AW,PDX,PHX,,,,,,,F,,,,TL
8773,N433AS,SEA,ANC,,,,,,,F,,,,TL
8774,N3GNAA,SEA,DFW,,,,,,F,,,,,TL
8775,N609DL,SEA,MSP,,,,,,,,,,,TR
8776,N3763D,SEA,ANC,,,,,,,,,,,TL
8777,N963WN,SEA,LAS,,,,,,,,,,,TL
8778,N69813,SEA,SFO,,,,,,F,,,,,TL
8779,N644AS,SEA,SNA,,,,,,,F,,,,TL
8780,N3752,SEA,ANC,,,,,,F,,,,,TL
8781,N458UA,SEA,IAH,,,,,,,F,,,,TL
8782,N773SA,SEA,MDW,,MH,MD,MD,,,F,,M,,M
8783,N442AS,SEA,LAS,,,,,,,F,,,,TR
8784,N3AVAA,PDX,ORD,,,,,,F,F,,,,TL
8785,N611AS,SEA,SNA,,,,,,,F,,,,TL
8786,N722TW,SEA,JFK,,,,,,,,,,,TL
8787,N224AG,PDX,TUS,,,,,,,,,,,TL
8788,N536AS,SEA,BOS,,,,,,,F,,,,TR
8789,N583AS,SEA,SMF,,,,,,,F,,,,TR
8790,N3CVAA,SEA,ORD,,,,,,F,,,,,TR
8791,N557AS,SEA,MCO,,,,,,,F,,,,TL
8792,N215WN,SEA,MKE,,,,,,,,,,,TL
8793,N593ML,PDX,LAX,,MH,MD,MD,,,,,M,,M
8794,N644AS,SEA,ANC,,,,,,,F,,,,TL
8795,N419AS,SEA,LAS,,,,,,,F,,,,TL
8796,N225WN,PDX,MCI,,,,,,,F,,,,TR
8797,N791AS,SEA,SAN,,,,,,,F,,,,TL
8798,N227AG,SEA,OMA,,,,,,,,,,,TR
8799,N37468,SEA,SFO,,,,,,F,,,,,TL
8800,N388HA,SEA,OGG,,,,MA,,,F,,M,,M
8801,N786AS,SEA,OAK,,,,,,,F,,,,TR
8802,N34455,PDX,ORD,,,,,,F,,,,,TL
8803,N408UA,SEA,IAD,,,,,,,F,,,,TR
8804,N412WN,SEA,LAS,,,,,,,F,,,,TL
8805,N3769L,SEA,LAS,,,,,,,,,,,TL
8806,N477UA,SEA,ORD,,,,,,,F,,,,TR
8807,N549AS,SEA,BOS,,,,,,,F,,,,TL
8808,N563AS,PDX,HNL,,,,,,,F,,,,TL
8809,N569AS,SEA,DEN,,,,,,,F,,,,TR
8810,N444WN,SEA,OAK,,,,,,,,,,,TR
8811,N218FR,PDX,DEN,,,,,,,F,,,,TR
8812,N3EDAA,SEA,DFW,,,,,,F,,,,,TL
8813,N467AS,SEA,ANC,,,,,,,F,,,,TL
8814,N469UA,SEA,IAD,,,,,,,F,,,,TL
8815,N778AS,SEA,SFO,,,,,,,F,,,,TL
8816,N404WN,SEA,DEN,,,,,,,F,,,,TL
8817,N226WN,SEA,DEN,,,,,,,F,,,,TR
8818,N588AS,SEA,ONT,,,,,,,F,,,,TL
8819,N7714B,SEA,DEN,,,,,,,F,,,,TR
8820,N8617E,SEA,DEN,,,,,,,,,,,TR
8821,N295SW,PDX,SEA,,,,,,,,,,,TR
8822,N67827,SEA,SFO,,,,,,F,,,,,TL
8823,N431UA,SEA,SFO,,,,,,,F,,,,TR
8824,N420UA,SEA,LAX,,,,,,,F,,,,TR
8825,N39418,SEA,EWR,,,,,,F,,,,,TL
8826,N969WN,SEA,SMF,,,,,,,F,,,,TR
8827,N4YSAA,PDX,DFW,,,,,,F,F,,,,TR
8828,N305AS,SEA,SAN,,,,,,,F,,,,TL
8829,N954WN,PDX,SJC,,,,,,,,,,,TR
8830,N566AS,SEA,SNA,,,,,,,F,,,,TL
8831,N597AS,SEA,SLC,,,,,,,F,,,,TR
8832,N351NW,SEA,MSP,,,,,,,,,,,TR
8833,N804DN,SEA,ANC,,,,,,,,,,,TL
8834,N128DL,SEA,MSP,,,,,,,,,,,TR
8835,N812DN,SEA,ATL,,,,,,,,,,,TR
8836,N512AS,PDX,OGG,,,,,,,F,,,,TL
8837,N785SW,PDX,OAK,,,,,,,,,,,TR
8838,N315AS,SEA,ORD,,,,,,,F,,,,TR
8839,N658SW,SEA,SMF,,,,,,,F,,,,TR
8840,N584AS,SEA,LIH,,,,,,,F,,,,TL
8841,N442AS,SEA,HNL,,,,,,,F,,,,TL
8842,N786AS,SEA,SAN,,,,,,,F,,,,TL
8843,N524AS,PDX,LAX,,,,,,,F,,,,TR
8844,N3AMAA,SEA,DFW,,,,,,F,,,,,TR
8845,N583SW,PDX,RDM,,,,,,,,,,,TR
8846,N762AS,SEA,JNU,,,,,,,F,,,,TL
8847,N462AS,SEA,ATL,,,,,,,F,,,,TL
8848,N818DA,SEA,ATL,,,,,,,,,,,TR
8849,N302AS,SEA,SJC,,,,,,,F,,,,TL
8850,N616QX,SEA,SJC,,,,,,,,,,,TL
8851,N157UW,PDX,PHX,,,,,,,F,,,,TL
8852,N215AG,PDX,TUS,,,,,,,,,,,TL
8853,N662AW,SEA,PHX,,,,,,,F,,,,TR
8854,N723TW,PDX,JFK,,,,,,,,,,,TR
8855,N307AS,SEA,DEN,,,,,,,F,,,,TR
8856,N644AS,PDX,SJC,,,,,,,F,,,,TR
8857,N528AS,SEA,ATL,,,,,,,F,,,,TL
8858,N225AG,PDX,LGB,,,,,,,,,,,TL
8859,N3KNAA,PDX,ORD,,,,,,F,F,,,,TR
8860,N618JB,SEA,LGB,,,,,,,F,,,,TL
8861,N8623F,PDX,LAS,,,,,,,,,,,TL
8862,N596AS,PDX,LAX,,,,,,,F,,,,TR
8863,N762SW,PDX,OAK,,,,,,,,,,,TR
8864,N562AS,SEA,PHX,,,,,,,F,,,,TR
8865,N629SW,PDX,SJC,,,,,,,,,,,TL
8866,N356NW,SEA,SLC,,,,,,,,,,,TL
8867,N601AW,PDX,PHL,,,,,,,F,,,,TL
8868,N225AG,SEA,COS,,,,,,,,,,,TR
8869,N552AS,SEA,PHX,,,,,,,F,,,,TL
8870,N703AS,PDX,SAN,,,,,,,F,,,,TL
8871,N614SK,SEA,LAX,,,,,,,,,,,TR
8872,N415WN,SEA,LAS,,,,,,,,,,,TR
8873,N679CA,PDX,SEA,,,,,,,,,,,TR
8874,N767AS,SEA,KTN,,,,,,,F,,,,TR
8875,N601AW,SEA,PHL,,,,,,,F,,,,TL
8876,N17233,PDX,ORD,,,,,,F,,,,,TL
8877,N348NW,PDX,MSP,,,,,,,,,,,TL
8878,N844VA,SEA,SFO,,,,,,,F,,,,TL
8879,N137DL,SEA,DTW,,,,,,,,,,,TR
8880,N559AS,PDX,OGG,,,,,,,F,,,,TL
8881,N360NW,SEA,SLC,,,,,,,,,,,TR
8882,N523UW,PDX,PHX,,,,,,,F,,,,TR
8883,N901WN,PDX,PHX,,,,,,,,,,,TL
8884,N457AS,SEA,IAH,,,,,,,F,,,,TL
8885,N547UW,PDX,PHX,,,,,,,F,,,,TL
8886,N789SW,SEA,HOU,,,,,,,,,,,TL
8887,N462AS,PDX,LAX,,,FA,,,,F,,,,TL
8888,N755AS,SEA,ANC,,,,,,,F,,,,TL
8889,N519AS,SEA,SJC,,,,,,,F,,,,TR
8890,N294SW,PDX,SEA,,,MA,MA,,,,,M,,M
8891,N767AS,SEA,SFO,,,,,,,F,,,,TL
8892,N905WN,PDX,PHX,,,,,,,,,,,TR
8893,N592AS,SEA,BOS,,,,,,,F,,,,TR
8894,N187PQ,SEA,SJC,,,,,,,,,,,TL
8895,N565AS,PDX,DCA,,,,,,,F,,,,TL
8896,N5CEAA,SEA,DFW,,,,,,F,F,,,,TR
8897,N769AS,SEA,SFO,,,,,,,F,,,,TL
8898,N570JB,PDX,LGB,,,,,,,,,,,TL
8899,N549AS,SEA,PHL,,,,,,,F,,,,TL
8900,N607AS,SEA,SNA,,,,,,,F,,,,TL
8901,N703AS,SEA,SAN,,,,,,,F,,,,TL
8902,N779AS,SEA,SMF,,,,,,,F,,,,TR
8903,N792AS,PDX,SJC,,,,,,,F,,,,TL
8904,N626AS,SEA,SNA,,,,,,,F,,,,TL
8905,N223AG,PDX,BUR,,,,,,,,,,,TR
8906,N585AS,SEA,KOA,,,,,,,F,,,,TL
8907,N609SW,PDX,DEN,,,,,,,F,,,,TR
8908,N615AS,SEA,PSP,,,,,,,F,,,,TL
8909,N4XSAA,PDX,DFW,,,,,,F,,,,,TR
8910,N307AS,PDX,LAX,,,,,,,F,,,,TL
8911,N223AG,PDX,BUR,,,,,,,,,,,TR
8912,N584AS,SEA,DCA,,,,,,,F,,,,TL
8913,N822DN,SEA,SLC,,,,,,,,,,,TR
8914,N657SW,SEA,LAS,,,,,,,,,,,TR
8915,N755SA,SEA,LAS,,,,,,,,,,,TL
8916,N157UW,SEA,CLT,,,FD,,,,,,,,TL
8917,N224AG,PDX,SBA,,,,,,,,,,,TR
8918,N443UA,SEA,SFO,,,,,,,F,,,,TL
8919,N7811F,SEA,OAK,,,,,,,F,,,,TR
8920,N6710E,SEA,SLC,,,,,,,,,,,TR
8921,N3GWAA,SEA,DFW,,,,,,F,,,,,TR
8922,N839VA,SEA,SFO,,,,,,,F,,,,TL
8923,N581NW,SEA,HNL,,,,,,,,,,,TL
8924,N534AS,SEA,KTN,,,,,,,F,,,,TL
8925,N12221,SEA,SFO,,,,,,F,,,,,TL
8926,N3740C,SEA,CVG,,,FD,,,,,,,,TR
8927,N626AW,SEA,PHX,,,,,,,F,,,,TL
8928,N813AW,SEA,PHL,,,,,,,F,,,,TR
8929,N415WN,SEA,SMF,,,,,,,,,,,TR
8930,N440UA,SEA,EWR,,,,,,,F,,,,TL
8931,N713AS,SEA,ONT,,,,,,,F,,,,TR
8932,N570AS,SEA,KOA,,,,,,,F,,,,TL
8933,N39450,SEA,ORD,,,,,,F,,,,,TL
8934,N795SW,PDX,SLC,,,,,,,,,,,TR
8935,N626AW,SEA,PHX,,,,,,,F,,,,TL
8936,N216FR,SEA,DEN,,,,,,,F,,,,TL
8937,N309AS,PDX,LAX,,,,,,,F,,,,TL
8938,N153UW,SEA,CLT,,,,,,,,,,,TS
8939,N215AG,PDX,SLC,,,,,,,,,,,TR
8940,N631SW,PDX,SJC,,,,,,,,,,,TL
8941,N829UA,SEA,SFO,,,,,,,F,,,,TL
8942,N305AS,SEA,PHX,,,FA,,,,F,,,,TL
8943,N569AS,SEA,ANC,,,,,,,F,,,,TL
8944,N552AS,SEA,SNA,,,,,,,F,,,,TL
8945,N218FR,PDX,DEN,,,,,,,F,,,,TR
8946,N514AS,SEA,DCA,,,,,,,F,,,,TR
8947,N582SW,SEA,PDX,,,,,,,,,,,TR
8948,N514AS,SEA,DCA,,,,,,,F,,,,TR
8949,N624VA,SEA,LAX,,,,,,,,,,,TR
8950,N799AS,SEA,LAX,,,,,,,F,,,,TL
8951,N935SW,PDX,SFO,,,,,,,,,,,TL
8952,N407AS,PDX,PSP,,,,,,,F,,,,TL
8953,N488WN,PDX,LAS,,,,,,,,,,,TR
8954,N217AG,SEA,LGB,,,,,,,,,,,TL
8955,N8626B,SEA,DEN,,,,,,,F,,,,TR
8956,N557AS,SEA,ANC,,,,,,,F,,,,TL
8957,N3HTAA,SEA,ORD,,,,,,F,,,,,TR
8958,N418WN,PDX,OAK,,,FA,,,,F,,,,TR
8959,N3FLAA,SEA,ORD,,,,,,F,,,,,TR
8960,N218AG,PDX,SBA,,,,,,,,,,,TR
8961,N37437,SEA,ORD,,,,,,F,,,,,TR
8962,N672AW,PDX,PHX,,,,,,,F,,,,TR
8963,N219AG,SEA,PDX,,,,,,,,,,,TR
8964,N227AG,PDX,LGB,,,,,,,,,,,TL
8965,N777QC,PDX,MDW,,,,,,,F,,,,TL
8966,N73299,PDX,EWR,,,,,,F,,,,,TR
8967,N28457,SEA,ORD,,,,,,F,,,,,TR
8968,N8647A,SEA,DEN,,,,,,,,,,,TR
8969,N558AS,SEA,FLL,,,,,,,F,,,,TL
8970,N636VA,SEA,LAX,,,,,,,F,,,,TR
8971,N3HTAA,SEA,JFK,,,,,,F,F,,,,TL
8972,N219AG,SEA,FAT,,,,,,,,,,,TR
8973,N72405,SEA,IAD,,,,,,F,,,,,TR
8974,N292SW,PDX,EUG,,,,,,,,,,,TR
8975,N552AS,SEA,SLC,,,,,,,F,,,,TR
8976,N519JB,PDX,LGB,,,,,,,,,,,TR
8977,N413AS,SEA,LAS,,,,,,,F,,,,TL
8978,N4XKAA,PDX,DFW,,,,,,F,,,,,TL
8979,N217AG,PDX,TUS,,,,,,,,,,,TR
8980,N945WN,SEA,MDW,,,,,,,F,,,,TL
8981,N767AS,SEA,SFO,,,,,,,F,,,,TL
8982,N538UA,SEA,DEN,,,,,,,F,,,,TR
8983,N648SW,SEA,OAK,,,,,,,,,,,TL
8984,N6708D,SEA,SLC,,,,,,,,,,,TR
8985,N3DGAA,SEA,ORD,,,,,,F,,,,,TR
8986,N919DN,PDX,MSP,,,,,,,,,,,TL
8987,N403AS,SEA,SFO,,,,,,,F,,,,TR
8988,N767AS,SEA,LAX,,,,,,,F,,,,TR
8989,N537AS,SEA,LIH,,,,,,,F,,,,TL
8990,N961WN,SEA,ABQ,,,,,,,,,,,TR
8991,N663JB,SEA,BOS,,,,,,,F,,,,TR
8992,N763SW,PDX,SJC,,,,,,,,,,,TL
8993,N558AS,SEA,LIH,,,,,,,F,,,,TL
8994,N627AS,SEA,SNA,,,,,,,F,,,,TL
8995,N705SW,SEA,ABQ,,,,,,,,,,,TR
8996,N798SW,SEA,OAK,,,,,,,F,,,,TL
